date,month,year,is_weekend,is_monsoon,fy,equipment_uptime_pct,blasting_delay_hrs,rainfall_mm,true_production_t,rom_gross_reported_te,stripping_ratio_miss,production_shortfall_pct,ob_overrun_pct,lag_1d_production_t,lag_7d_mean_production_t,ndvi_seasonal_delta,soil_moisture_seasonal_delta,daily_value_inr,rolling_90d_mean,target_production_t,shortfall_gap,shortfall_pct,risk_category,shap_month,shap_is_weekend,shap_is_monsoon,shap_rainfall_mm,shap_equipment_uptime_pct,shap_blasting_delay_hrs,shap_lag_1d_production_t,shap_lag_7d_mean_production_t,shap_ndvi_seasonal_delta,shap_soil_moisture_seasonal_delta,shap_stripping_ratio_miss,shap_production_shortfall_pct,shap_ob_overrun_pct
2015-04-25,4,2015,1,0,2015-16,0.8368209952651108,3.5549923194759088,0.0,607.5251143007641,281215.0,2.0,0.1965,0.2,867.6232543692156,743.582538576825,0.0,1.1814874510706883,1822575.3429022925,,693.5188844289788,85.99377012821469,12.399629203899645,Medium,-2.8014443,0.63952297,35.291855,4.5288606,-3.890292,-143.02634,-0.512484,11.157968,0.0,0.0,-0.12966372,-8.594479,0.0
2015-04-26,4,2015,1,0,2015-16,0.935552788417904,3.8226059929190135,0.0,550.8919150270013,281215.0,2.0,0.1965,0.2,607.5251143007641,724.7707213810539,0.0,1.1814874510706883,1652675.745081004,,693.5188844289788,142.62696940197748,20.565693682503245,High,-1.0380725,0.22814278,35.722908,4.1476426,62.09574,-185.89624,-14.091367,5.004109,0.0,0.0,-0.3947937,-12.065194,0.0
2015-04-27,4,2015,0,0,2015-16,0.7599021346475079,3.4485104690618025,0.0,526.8087842257346,281215.0,2.0,0.1965,0.2,550.8919150270013,699.4611379902808,0.0,1.1814874510706883,1580426.3526772037,,693.5188844289788,166.71010020324422,24.038292820318507,High,-3.9815252,-0.78269607,39.605385,5.580254,-76.15529,-135.62401,0.94977486,17.05987,0.0,0.0,-0.098003335,-9.263205,0.0
2015-04-28,4,2015,0,0,2015-16,0.8542703315240835,3.2380642988995123,0.0,732.2929174483967,281215.0,2.0,0.1965,0.2,526.8087842257346,682.1442163321946,0.0,1.1814874510706883,2196878.75234519,,693.5188844289788,-38.77403301941786,-5.59091235869419,Low,-1.6747745,-0.30832994,52.174397,4.450009,8.386873,-95.53203,18.435965,19.91615,0.0,0.0,-0.12568963,-11.087367,0.0
2015-04-29,4,2015,0,0,2015-16,0.8777243706586128,2.620967922556087,0.0,689.705397884579,281215.0,2.0,0.1965,0.2,732.2929174483967,648.8211003695498,0.0,1.1814874510706883,2069116.1936537367,,693.5188844289788,3.81348654439978,0.5498749392440383,Low,-0.39379004,-0.063210115,53.215298,4.27611,18.183863,-69.3447,-4.196328,-0.09011439,0.0,0.0,-0.10926726,-13.106128,0.0
2015-04-30,4,2015,0,0,2015-16,0.7139351238159993,2.203429482436557,0.0,617.0452373700742,281215.0,2.0,0.1965,0.2,689.705397884579,678.0455666120126,0.0,1.1814874510706883,1851135.7121102228,,693.5188844289788,76.47364705890459,11.0269019021552,Medium,-3.9105182,-0.5871723,44.31065,4.13962,-106.863,-6.915087,-1.1626159,2.2284164,0.0,0.0,0.0032539708,-11.254808,0.0
2015-05-01,5,2015,0,0,2015-16,0.8822634555704315,0.3479470396456405,0.0,937.861024864653,281215.0,2.0,0.1965,0.2,617.0452373700742,655.9846600893951,0.0,1.1814874510706883,2813583.074593959,,693.5188844289788,-244.3421404356742,-35.23222595976715,Low,1.0192355,-0.53375757,62.958218,4.435408,37.143784,143.12544,-4.6918597,4.337401,0.0,0.0,-0.14892787,-10.055281,0.0
2015-05-02,5,2015,1,0,2015-16,0.7511572371061874,1.6338128522827948,0.0,782.4599179332937,281215.0,2.0,0.1965,0.2,937.861024864653,666.0186273030291,0.0,1.1814874510706883,2347379.753799881,,693.5188844289788,-88.94103350431487,-12.824601535911464,Low,1.2286451,1.9992018,51.562202,3.8221495,-72.53575,43.886097,10.1827345,11.000081,0.0,0.0,1.7145555,-5.3647513,0.0
2015-05-03,5,2015,1,0,2015-16,0.7195154778955838,1.490754068049256,0.0,749.1705119289935,281215.0,2.0,0.1965,0.2,782.4599179332937,691.0093135362475,0.0,1.1814874510706883,2247511.5357869803,,693.5188844289788,-55.65162750001468,-8.02452950446136,Low,0.30405256,1.1835028,42.583206,3.831388,-103.593155,43.103592,8.632626,16.09179,0.0,0.0,1.3855188,-5.6414638,0.0
2015-05-04,5,2015,0,0,2015-16,0.984665661176,1.0390151350413048,0.0,1021.4448212820002,281215.0,2.0,0.1965,0.2,749.1705119289935,719.3348273793893,0.0,1.1814874510706883,3064334.463846001,,693.5188844289788,-327.9259368530214,-47.28435579991814,Low,3.8550797,-0.9550663,51.26165,5.093342,135.26189,114.28217,-0.7946379,4.6802506,0.0,0.0,-1.213145,-11.612888,0.0
2015-05-05,5,2015,0,0,2015-16,0.9896896099223678,2.89368045475434,0.0,724.6743667568625,281215.0,2.0,0.1965,0.2,1021.4448212820002,789.9971183874271,0.0,1.1814874510706883,2174023.1002705875,,693.5188844289788,-31.155482327883647,-4.492376924030853,Low,0.7903169,-1.1572533,36.30459,5.4573727,89.90238,-88.65751,-9.923172,15.375918,0.0,0.0,-0.57225865,-16.204412,0.0
2015-05-06,5,2015,0,0,2015-16,0.9425192044349384,1.9835029403150832,0.0,856.2788740789109,281215.0,2.0,0.1965,0.2,724.6743667568625,788.9087540029223,0.0,1.1814874510706883,2568836.622236733,,693.5188844289788,-162.7599896499321,-23.468717767353,Low,2.100979,-0.39383215,43.322495,4.8149576,82.26803,15.48496,0.19906,15.836554,0.0,0.0,-0.17795432,-11.3195505,0.0
2015-05-07,5,2015,0,0,2015-16,0.7913841307520112,0.3241848636305917,0.0,879.0785461475083,281215.0,2.0,0.1965,0.2,856.2788740789109,812.7049648878268,0.0,1.1814874510706883,2637235.6384425247,,693.5188844289788,-185.55966171852947,-26.756252192225933,Low,-1.6593494,-1.1339698,47.562664,5.2288117,-49.226383,151.28818,2.4307597,12.702537,0.0,0.0,-0.13864745,-7.723044,0.0
2015-05-08,5,2015,0,0,2015-16,0.7293016342019151,0.8807328077992453,0.0,697.5495219261284,281215.0,2.0,0.1965,0.2,879.0785461475083,850.1382947131746,0.0,1.1814874510706883,2092648.5657783847,,693.5188844289788,-4.030637497149542,-0.5811864085674089,Low,0.8263293,-0.46275455,37.25219,4.0505543,-120.573555,83.355194,-10.038679,21.502117,0.0,0.0,0.038263943,-8.472175,0.0
2015-05-09,5,2015,1,0,2015-16,0.905269907953647,2.733035054638384,0.0,680.0495611330089,281215.0,2.0,0.1965,0.2,697.5495219261284,815.8080800076712,0.0,1.1814874510706883,2040148.6833990265,,693.5188844289788,13.469323295969955,1.9421710927252065,Low,-0.7517031,0.8660846,39.470547,4.0392475,41.507957,-73.56652,0.16110718,5.6143017,0.0,0.0,-0.3882045,-12.560332,0.0
2015-05-10,5,2015,1,0,2015-16,0.8320457481218804,0.3045234379612007,0.0,987.3773463271316,281215.0,2.0,0.1965,0.2,680.0495611330089,801.1780290362019,0.0,1.1814874510706883,2962132.038981395,,693.5188844289788,-293.8584618981528,-42.372092310089926,Low,-0.60851556,2.1454291,60.544857,4.892046,10.233618,175.48874,4.4374614,11.052791,0.0,0.0,-0.25244436,-10.023504,0.0
2015-05-11,5,2015,0,0,2015-16,0.7366114704534336,3.4048276561950748,0.0,521.1288919048585,281215.0,2.0,0.1965,0.2,987.3773463271316,835.2075768073644,0.0,1.1814874510706883,1563386.6757145757,,693.5188844289788,172.38999252412032,24.8572888777298,High,1.4387047,-0.3972605,28.75874,4.860162,-91.24644,-141.78407,1.8363267,10.503162,0.0,0.0,0.61652637,-6.521073,0.0
2015-05-12,5,2015,0,0,2015-16,0.848553073033381,1.9805861080558973,0.0,842.6733307951788,281215.0,2.0,0.1965,0.2,521.1288919048585,763.7338726106298,0.0,1.1814874510706883,2528019.9923855364,,693.5188844289788,-149.15444636619998,-21.50690481759685,Low,0.9995919,-0.3049831,47.210644,4.5504966,-4.2131877,11.997459,10.701887,24.819366,0.0,0.0,-0.109036915,-7.3752265,0.0
2015-05-13,5,2015,0,0,2015-16,0.7103165563345655,1.922346309306592,0.0,690.3369037991414,281215.0,2.0,0.1965,0.2,842.6733307951788,780.5908674732465,0.0,1.1814874510706883,2071010.711397424,,693.5188844289788,3.181980629837426,0.4588167245737463,Low,1.381939,-0.3838044,39.42289,4.3604875,-101.86289,7.92574,2.0930984,12.260339,0.0,0.0,0.18949415,-7.801037,0.0
2015-05-14,5,2015,0,0,2015-16,0.9727961206236346,2.3696311386380704,0.0,844.2612783164523,281215.0,2.0,0.1965,0.2,690.3369037991414,756.8848717189937,0.0,1.1814874510706883,2532783.834949357,,693.5188844289788,-150.74239388747344,-21.73587443283392,Low,2.27691,-0.60549396,45.077545,4.381753,108.913246,-15.989234,1.3423908,12.372621,0.0,0.0,-0.7678493,-11.71145,0.0
2015-05-15,5,2015,0,0,2015-16,0.777633994480005,3.2987238637005967,0.0,601.9080573114901,281215.0,2.0,0.1965,0.2,844.2612783164523,751.910976314557,0.0,1.1814874510706883,1805724.1719344703,,693.5188844289788,91.61082711748872,13.20956489784963,Medium,-1.3079094,-0.5808563,33.026924,4.911962,-42.889328,-113.94633,1.7665912,9.303124,0.0,0.0,-0.118336186,-5.7190647,0.0
2015-05-16,5,2015,1,0,2015-16,0.8987566853061946,1.3912368316087722,0.0,778.9764584664726,281215.0,2.0,0.1965,0.2,601.9080573114901,738.2479099410373,0.0,1.1814874510706883,2336929.375399418,,693.5188844289788,-85.45757403749383,-12.322313920529629,Low,0.0060633626,0.8015274,47.445236,4.1837053,49.328106,42.524193,-9.370011,3.8933415,0.0,0.0,-0.142546,-9.797471,0.0
2015-05-17,5,2015,1,0,2015-16,0.7935133228268233,2.7120646102362542,0.0,651.6174320736149,281215.0,2.0,0.1965,0.2,778.9764584664726,752.3803238458178,0.0,1.1814874510706883,1954852.2962208448,,693.5188844289788,41.90145235536397,6.041861771343729,Medium,-0.98690665,1.7749722,37.58348,4.1796565,-36.260586,-56.276913,2.5188766,9.1840315,0.0,0.0,-0.12814464,-11.699054,0.0
2015-05-18,5,2015,0,0,2015-16,0.8560204063533432,2.2629278559831643,0.0,811.591105769322,281215.0,2.0,0.1965,0.2,651.6174320736149,704.4146218096013,0.0,1.1814874510706883,2434773.317307966,,693.5188844289788,-118.07222134034316,-17.0250910236655,Low,0.94814026,-0.31935513,46.758865,4.2305307,10.204876,-21.55295,2.0670292,17.543045,0.0,0.0,-0.10766193,-12.118249,0.0
2015-05-19,5,2015,0,0,2015-16,0.8640130838029838,1.0681130806776853,0.0,891.9946917042726,281215.0,2.0,0.1965,0.2,811.591105769322,745.9092237902388,0.0,1.1814874510706883,2675984.075112818,,693.5188844289788,-198.47580727529373,-28.61865938066161,Low,-0.26903173,-0.34106103,51.088764,4.234032,31.520855,107.97152,2.9698334,6.302273,0.0,0.0,0.056106273,-10.622112,0.0
2015-05-20,5,2015,0,0,2015-16,0.7554563366576581,3.514519945420632,0.0,550.9051659133464,281215.0,2.0,0.1965,0.2,891.9946917042726,752.955132491538,0.0,1.1814874510706883,1652715.4977400394,,693.5188844289788,142.6137185156324,20.56378300831072,High,-1.4579453,-1.2753689,29.471186,5.46539,-63.03016,-130.61803,-4.4155235,13.564719,0.0,0.0,0.23890099,-5.6436467,0.0
2015-05-21,5,2015,0,0,2015-16,0.9908753883293676,3.1897040864277124,0.0,841.7585801454514,281215.0,2.0,0.1965,0.2,550.9051659133464,733.0363127935673,0.0,1.1814874510706883,2525275.740436354,,693.5188844289788,-148.23969571647262,-21.37500492701485,Low,1.2241015,-0.90405846,48.83915,7.3243814,120.41193,-97.35377,18.536669,9.887337,0.0,0.0,-0.66908187,-10.007829,0.0
2015-05-22,5,2015,0,0,2015-16,0.9325398470083344,2.633807338633702,0.0,750.1700676392586,281215.0,2.0,0.1965,0.2,841.7585801454514,732.6787844834244,0.0,1.1814874510706883,2250510.202917776,,693.5188844289788,-56.65118321027978,-8.168657621619712,Low,0.006131584,-0.29653555,36.10792,4.565957,64.387596,-62.365536,1.2136041,12.439797,0.0,0.0,-0.29277536,-13.25513,0.0
2015-05-23,5,2015,1,0,2015-16,0.9818496824692567,3.402326916376968,0.0,682.7992078173784,281215.0,2.0,0.1965,0.2,750.1700676392586,753.8590716731054,0.0,1.1814874510706883,2048397.6234521351,,693.5188844289788,10.719676611600448,1.5456935423505715,Low,-0.05124093,2.3695557,42.3404,4.871932,98.310585,-159.3647,-4.5805445,7.2351146,0.0,0.0,-0.56138754,-10.261256,0.0
2015-05-24,5,2015,1,0,2015-16,0.9684482051282948,3.469176803839209,0.0,708.650936876123,281215.0,2.0,0.1965,0.2,682.7992078173784,740.1194644375206,0.0,1.1814874510706883,2125952.810628369,,693.5188844289788,-15.132052447144131,-2.181923634221349,Low,-0.26850373,1.5629169,45.3958,4.581417,91.750175,-153.20401,5.8084173,7.7976465,0.0,0.0,-0.55103916,-9.446299,0.0
2015-05-25,5,2015,0,0,2015-16,0.8793699936433255,2.833451906860139,0.0,740.0449098012919,281215.0,2.0,0.1965,0.2,708.650936876123,748.267107980736,0.0,1.1814874510706883,2220134.729403876,,693.5188844289788,-46.52602537231303,-6.708689037447202,Low,-0.39334866,-0.33168018,42.23891,3.8550408,19.139225,-60.781097,4.299989,12.401026,0.0,0.0,0.15014175,-13.86054,0.0
2015-05-26,5,2015,0,0,2015-16,0.976562270506935,3.348053313454688,0.0,624.0185032786587,281215.0,2.0,0.1965,0.2,740.0449098012919,738.046222842446,0.0,1.1814874510706883,1872055.509835976,,693.5188844289788,69.5003811503201,10.0214114872365,Medium,-0.24663179,-0.34977868,43.20141,4.662009,78.678406,-153.677,-3.8722458,7.0126553,0.0,0.0,-0.6147947,-10.637584,0.0
2015-05-27,5,2015,0,0,2015-16,0.7265477506155759,2.7898858466771346,0.0,595.6559307115135,281215.0,2.0,0.1965,0.2,624.0185032786587,699.7639102102155,0.0,1.1814874510706883,1786967.7921345406,,693.5188844289788,97.8629537174653,14.11107266358616,Medium,0.65604323,-0.6304509,44.90137,4.349658,-99.61379,-44.893208,-6.6244245,13.798585,0.0,0.0,-0.04675352,-12.364646,0.0
2015-05-28,5,2015,0,0,2015-16,0.7587948587257435,2.7205630870412016,0.0,656.3011154763208,281215.0,2.0,0.1965,0.2,595.6559307115135,706.1568766099535,0.0,1.1814874510706883,1968903.3464289624,,693.5188844289788,37.21776895265805,5.366511249841735,Medium,0.4252307,-1.4199263,47.339985,4.526407,-67.48516,-49.77724,0.003978789,15.580953,0.0,0.0,-0.05685597,-11.553075,0.0
2015-05-29,5,2015,0,0,2015-16,0.7135681866731614,2.474445512860737,0.0,579.5216278991763,281215.0,2.0,0.1965,0.2,656.3011154763208,679.662953085792,0.0,1.1814874510706883,1738564.883697529,,693.5188844289788,113.99725652980248,16.437512963134978,High,-0.70182246,-0.63088167,47.752163,4.3591757,-104.4658,-37.497444,-0.8520095,1.8262438,0.0,0.0,-0.09989805,-11.829149,0.0
2015-05-30,5,2015,1,0,2015-16,0.7975990992289793,3.010866558230565,0.0,678.3561955174414,281215.0,2.0,0.1965,0.2,579.5216278991763,655.2846045514946,0.0,1.1814874510706883,2035068.586552324,,693.5188844289788,15.16268891153743,2.186341172817796,Low,-1.3102726,1.917015,52.390785,4.4808993,-26.704819,-74.934326,-2.521704,12.347555,0.0,0.0,-0.1426669,-12.379318,0.0
2015-05-31,5,2015,1,0,2015-16,0.8166031869068446,0.6344204211722948,0.0,882.1003750594634,281215.0,2.0,0.1965,0.2,678.3561955174414,654.6498885086465,0.0,1.1814874510706883,2646301.12517839,,693.5188844289788,-188.5814906304846,-27.191976291425224,Low,-1.1653916,2.8150177,58.54965,5.4417763,-26.799381,139.57806,1.3393571,-0.9203149,0.0,0.0,-0.16453132,-10.711793,0.0
2015-06-01,6,2015,0,1,2015-16,0.7814047095321688,3.5234830367957137,0.0,565.2236301649316,281215.0,2.0,0.1965,0.2,882.1003750594634,679.4283796776953,0.0,1.1814874510706883,1695670.8904947948,,693.5188844289788,128.29525426404723,18.499172429843984,High,-2.0428965,-0.5078464,-64.17508,14.42308,-28.90113,-102.36113,7.149399,14.54836,0.0,0.0,-0.29947126,-2.057408,0.0
2015-06-02,6,2015,0,1,2015-16,0.9486212527455788,3.487374110980928,6.837649064933652,465.9250932267457,281215.0,2.0,0.1965,0.2,565.2236301649316,654.4539111582151,0.0,1.1814874510706883,1397775.2796802372,,693.5188844289788,227.59379120223315,32.81724496797612,High,-3.5278523,-0.46526673,-100.71816,-17.660912,67.38336,-143.99242,-9.162655,-16.629519,0.0,0.0,-0.4876853,-6.2924986,0.0
2015-06-03,6,2015,0,1,2015-16,0.8070259980080767,0.1169891321382365,3.3556728831355502,731.4106378197727,281215.0,2.0,0.1965,0.2,465.9250932267457,631.8691382936561,0.0,1.1814874510706883,2194231.9134593178,,693.5188844289788,-37.89175339079384,-5.463694535440472,Low,-2.7357225,-0.36583075,-110.40461,12.440825,-32.318806,166.32825,11.144177,-10.790767,0.0,0.0,-0.47460672,-9.98172,0.0
2015-06-04,6,2015,0,1,2015-16,0.7842803529062142,3.3032670022590507,1.3671389281094155,399.714566041116,281215.0,2.0,0.1965,0.2,731.4106378197727,651.2626678805502,0.0,1.1814874510706883,1199143.6981233482,,693.5188844289788,293.80431838786285,42.36428523929408,High,-2.5240269,-0.7222736,-89.577126,3.1474547,-34.441864,-112.57568,-5.263911,-16.490908,0.0,0.0,-0.29692048,-2.8822708,0.0
2015-06-05,6,2015,0,1,2015-16,0.8628088249474746,0.5154794698937808,3.537968333840955,613.3279817705987,281215.0,2.0,0.1965,0.2,399.714566041116,614.6074465326639,0.0,1.1814874510706883,1839983.945311796,,693.5188844289788,80.19090265838008,11.56290109164175,Medium,-3.6269245,-0.31233686,-122.86067,3.092391,-1.3284682,104.88838,-22.49926,-23.194971,0.0,0.0,-0.14038533,-8.671622,0.0
2015-06-06,6,2015,1,1,2015-16,0.7422772674924287,1.3404754170365676,0.0,454.6963974236824,281215.0,2.0,0.1965,0.2,613.3279817705987,619.4369256571528,0.0,1.1814874510706883,1364089.192271047,,693.5188844289788,238.8224870052964,34.43633509733988,High,-2.1916866,1.2333962,-98.920044,9.986128,-110.3144,35.07292,-8.779009,-17.224724,0.0,0.0,-0.10563348,-10.161817,0.0
2015-06-07,6,2015,1,1,2015-16,0.940659094226212,2.974033025166431,12.227545410899513,545.4785271070119,281215.0,2.0,0.1965,0.2,454.6963974236824,587.4855259294729,0.0,1.1814874510706883,1636435.5813210355,,693.5188844289788,148.0403573219669,21.34626188930076,High,-1.312022,1.297612,-110.69506,-34.14442,71.744156,-83.39222,13.606434,-21.751772,0.0,0.0,1.109479,-5.372024,0.0
2015-06-08,6,2015,0,1,2015-16,0.7223651931039312,0.6430395841932328,5.856113590347798,574.3950990718313,281215.0,2.0,0.1965,0.2,545.4785271070119,539.3966905076942,0.0,1.1814874510706883,1723185.297215494,,693.5188844289788,119.12378535714754,17.176718331935582,High,-2.84706,-0.85049933,-97.7969,1.6618574,-109.26776,120.137794,-11.201283,-15.997537,0.0,0.0,0.038806576,-9.335545,0.0
2015-06-09,6,2015,0,1,2015-16,0.9960660809801553,3.2718680964762488,0.0,565.0217153255892,281215.0,2.0,0.1965,0.2,574.3950990718313,540.706900351537,0.0,1.1814874510706883,1695065.1459767676,,693.5188844289788,128.49716910338964,18.5282869707564,High,-1.6664816,-0.77900684,-93.40974,13.390903,98.55645,-134.19978,-2.928731,-15.726218,0.0,0.0,-2.6401348,-5.694077,0.0
2015-06-10,6,2015,0,1,2015-16,0.9316734307889972,3.328536711830968,10.77536964378914,390.833584423435,281215.0,2.0,0.1965,0.2,565.0217153255892,554.8635606513718,0.0,1.1814874510706883,1172500.753270305,,693.5188844289788,302.6853000055438,43.64485334163109,High,-2.652139,-0.39402637,-105.52112,-55.853603,54.280952,-136.84087,-10.472902,-27.665283,0.0,0.0,0.4966637,-6.057761,0.0
