date,month,year,is_weekend,is_monsoon,fy,equipment_uptime_pct,blasting_delay_hrs,rainfall_mm,true_production_t,rom_gross_reported_te,stripping_ratio_miss,production_shortfall_pct,ob_overrun_pct,lag_1d_production_t,lag_7d_mean_production_t,ndvi_seasonal_delta,soil_moisture_seasonal_delta,daily_value_inr
2015-04-22,4,2015,0,0,2015-16,0.7418481581956126,3.5098434505215215,0.0,485.13413418733893,281215.0,2.0,0.1965,0.2,965.5547291869109,725.6672053413695,0.0,1.1814874510706885,1455402.4025620169
2015-04-23,4,2015,0,0,2015-16,0.7876433945605654,1.0624001703548243,0.0,771.4715830283968,281215.0,2.0,0.1965,0.2,485.13413418733893,716.6105586112795,0.0,1.1814874510706885,2314414.7490851902
2015-04-24,4,2015,0,0,2015-16,0.8099085529881075,0.5180596851312167,0.0,867.6232543692156,281215.0,2.0,0.1965,0.2,771.4715830283968,720.7277644700077,0.0,1.1814874510706885,2602869.7631076467
2015-04-25,4,2015,1,0,2015-16,0.8368209952651108,3.5549923194759088,0.0,607.5251143007641,281215.0,2.0,0.1965,0.2,867.6232543692156,743.582538576825,0.0,1.1814874510706885,1822575.3429022925
2015-04-26,4,2015,1,0,2015-16,0.935552788417904,3.8226059929190135,0.0,550.8919150270013,281215.0,2.0,0.1965,0.2,607.5251143007641,724.7707213810539,0.0,1.1814874510706885,1652675.745081004
2015-04-27,4,2015,0,0,2015-16,0.7599021346475079,3.4485104690618025,0.0,526.8087842257346,281215.0,2.0,0.1965,0.2,550.8919150270013,699.4611379902808,0.0,1.1814874510706885,1580426.3526772037
2015-04-28,4,2015,0,0,2015-16,0.8542703315240835,3.2380642988995123,0.0,732.2929174483967,281215.0,2.0,0.1965,0.2,526.8087842257346,682.1442163321946,0.0,1.1814874510706885,2196878.75234519
2015-04-29,4,2015,0,0,2015-16,0.8777243706586128,2.620967922556087,0.0,689.705397884579,281215.0,2.0,0.1965,0.2,732.2929174483967,648.8211003695498,0.0,1.1814874510706885,2069116.1936537372
2015-04-30,4,2015,0,0,2015-16,0.7139351238159993,2.2034294824365572,0.0,617.0452373700742,281215.0,2.0,0.1965,0.2,689.705397884579,678.0455666120126,0.0,1.1814874510706885,1851135.7121102228
2015-05-01,5,2015,0,0,2015-16,0.8822634555704315,0.34794703964564055,0.0,937.861024864653,281215.0,2.0,0.1965,0.2,617.0452373700742,655.9846600893951,0.0,1.1814874510706885,2813583.074593959
2015-05-02,5,2015,1,0,2015-16,0.7511572371061874,1.6338128522827948,0.0,782.4599179332937,281215.0,2.0,0.1965,0.2,937.861024864653,666.0186273030291,0.0,1.1814874510706885,2347379.753799881
2015-05-03,5,2015,1,0,2015-16,0.7195154778955838,1.490754068049256,0.0,749.1705119289935,281215.0,2.0,0.1965,0.2,782.4599179332937,691.0093135362475,0.0,1.1814874510706885,2247511.5357869803
2015-05-04,5,2015,0,0,2015-16,0.984665661176,1.0390151350413048,0.0,1021.4448212820002,281215.0,2.0,0.1965,0.2,749.1705119289935,719.3348273793893,0.0,1.1814874510706885,3064334.463846001
2015-05-05,5,2015,0,0,2015-16,0.9896896099223678,2.8936804547543398,0.0,724.6743667568625,281215.0,2.0,0.1965,0.2,1021.4448212820002,789.9971183874271,0.0,1.1814874510706885,2174023.1002705875
2015-05-06,5,2015,0,0,2015-16,0.9425192044349383,1.9835029403150832,0.0,856.2788740789109,281215.0,2.0,0.1965,0.2,724.6743667568625,788.9087540029223,0.0,1.1814874510706885,2568836.622236733
2015-05-07,5,2015,0,0,2015-16,0.7913841307520112,0.32418486363059174,0.0,879.0785461475083,281215.0,2.0,0.1965,0.2,856.2788740789109,812.7049648878268,0.0,1.1814874510706885,2637235.6384425247
2015-05-08,5,2015,0,0,2015-16,0.7293016342019151,0.8807328077992453,0.0,697.5495219261284,281215.0,2.0,0.1965,0.2,879.0785461475083,850.1382947131746,0.0,1.1814874510706885,2092648.5657783851
2015-05-09,5,2015,1,0,2015-16,0.905269907953647,2.7330350546383837,0.0,680.0495611330089,281215.0,2.0,0.1965,0.2,697.5495219261284,815.8080800076712,0.0,1.1814874510706885,2040148.6833990265
2015-05-10,5,2015,1,0,2015-16,0.8320457481218804,0.30452343796120074,0.0,987.3773463271316,281215.0,2.0,0.1965,0.2,680.0495611330089,801.1780290362019,0.0,1.1814874510706885,2962132.038981395
2015-05-11,5,2015,0,0,2015-16,0.7366114704534336,3.4048276561950748,0.0,521.1288919048585,281215.0,2.0,0.1965,0.2,987.3773463271316,835.2075768073644,0.0,1.1814874510706885,1563386.6757145755
2015-05-12,5,2015,0,0,2015-16,0.848553073033381,1.9805861080558973,0.0,842.6733307951788,281215.0,2.0,0.1965,0.2,521.1288919048585,763.7338726106298,0.0,1.1814874510706885,2528019.9923855364
2015-05-13,5,2015,0,0,2015-16,0.7103165563345655,1.922346309306592,0.0,690.3369037991414,281215.0,2.0,0.1965,0.2,842.6733307951788,780.5908674732465,0.0,1.1814874510706885,2071010.711397424
2015-05-14,5,2015,0,0,2015-16,0.9727961206236346,2.3696311386380704,0.0,844.2612783164523,281215.0,2.0,0.1965,0.2,690.3369037991414,756.8848717189937,0.0,1.1814874510706885,2532783.834949357
2015-05-15,5,2015,0,0,2015-16,0.777633994480005,3.2987238637005967,0.0,601.9080573114901,281215.0,2.0,0.1965,0.2,844.2612783164523,751.910976314557,0.0,1.1814874510706885,1805724.1719344703
2015-05-16,5,2015,1,0,2015-16,0.8987566853061946,1.3912368316087722,0.0,778.9764584664726,281215.0,2.0,0.1965,0.2,601.9080573114901,738.2479099410373,0.0,1.1814874510706885,2336929.375399418
2015-05-17,5,2015,1,0,2015-16,0.7935133228268233,2.7120646102362542,0.0,651.6174320736149,281215.0,2.0,0.1965,0.2,778.9764584664726,752.3803238458178,0.0,1.1814874510706885,1954852.2962208446
2015-05-18,5,2015,0,0,2015-16,0.8560204063533432,2.2629278559831643,0.0,811.591105769322,281215.0,2.0,0.1965,0.2,651.6174320736149,704.4146218096013,0.0,1.1814874510706885,2434773.317307966
2015-05-19,5,2015,0,0,2015-16,0.8640130838029838,1.0681130806776853,0.0,891.9946917042726,281215.0,2.0,0.1965,0.2,811.591105769322,745.9092237902388,0.0,1.1814874510706885,2675984.075112818
2015-05-20,5,2015,0,0,2015-16,0.7554563366576581,3.514519945420632,0.0,550.9051659133464,281215.0,2.0,0.1965,0.2,891.9946917042726,752.955132491538,0.0,1.1814874510706885,1652715.4977400394
2015-05-21,5,2015,0,0,2015-16,0.9908753883293675,3.1897040864277124,0.0,841.7585801454514,281215.0,2.0,0.1965,0.2,550.9051659133464,733.0363127935673,0.0,1.1814874510706885,2525275.740436354
2015-05-22,5,2015,0,0,2015-16,0.9325398470083344,2.633807338633702,0.0,750.1700676392586,281215.0,2.0,0.1965,0.2,841.7585801454514,732.6787844834244,0.0,1.1814874510706885,2250510.2029177756
2015-05-23,5,2015,1,0,2015-16,0.9818496824692567,3.4023269163769676,0.0,682.7992078173784,281215.0,2.0,0.1965,0.2,750.1700676392586,753.8590716731054,0.0,1.1814874510706885,2048397.6234521351
2015-05-24,5,2015,1,0,2015-16,0.9684482051282947,3.4691768038392095,0.0,708.650936876123,281215.0,2.0,0.1965,0.2,682.7992078173784,740.1194644375206,0.0,1.1814874510706885,2125952.810628369
2015-05-25,5,2015,0,0,2015-16,0.8793699936433255,2.833451906860139,0.0,740.0449098012919,281215.0,2.0,0.1965,0.2,708.650936876123,748.267107980736,0.0,1.1814874510706885,2220134.729403876
2015-05-26,5,2015,0,0,2015-16,0.976562270506935,3.348053313454688,0.0,624.0185032786587,281215.0,2.0,0.1965,0.2,740.0449098012919,738.046222842446,0.0,1.1814874510706885,1872055.5098359762
2015-05-27,5,2015,0,0,2015-16,0.7265477506155759,2.7898858466771346,0.0,595.6559307115135,281215.0,2.0,0.1965,0.2,624.0185032786587,699.7639102102155,0.0,1.1814874510706885,1786967.7921345406
2015-05-28,5,2015,0,0,2015-16,0.7587948587257435,2.7205630870412016,0.0,656.3011154763208,281215.0,2.0,0.1965,0.2,595.6559307115135,706.1568766099535,0.0,1.1814874510706885,1968903.3464289624
2015-05-29,5,2015,0,0,2015-16,0.7135681866731614,2.474445512860737,0.0,579.5216278991763,281215.0,2.0,0.1965,0.2,656.3011154763208,679.662953085792,0.0,1.1814874510706885,1738564.883697529
2015-05-30,5,2015,1,0,2015-16,0.7975990992289793,3.010866558230565,0.0,678.3561955174414,281215.0,2.0,0.1965,0.2,579.5216278991763,655.2846045514946,0.0,1.1814874510706885,2035068.5865523242
2015-05-31,5,2015,1,0,2015-16,0.8166031869068446,0.6344204211722948,0.0,882.1003750594634,281215.0,2.0,0.1965,0.2,678.3561955174414,654.6498885086465,0.0,1.1814874510706885,2646301.12517839
2015-06-01,6,2015,0,1,2015-16,0.7814047095321688,3.5234830367957137,0.0,565.2236301649316,281215.0,2.0,0.1965,0.2,882.1003750594634,679.4283796776953,0.0,1.1814874510706885,1695670.8904947948
2015-06-02,6,2015,0,1,2015-16,0.9486212527455788,3.487374110980928,6.837649064933652,465.92509322674573,281215.0,2.0,0.1965,0.2,565.2236301649316,654.4539111582151,0.0,1.1814874510706885,1397775.2796802372
2015-06-03,6,2015,0,1,2015-16,0.8070259980080767,0.11698913213823658,3.3556728831355502,731.4106378197727,281215.0,2.0,0.1965,0.2,465.92509322674573,631.8691382936561,0.0,1.1814874510706885,2194231.9134593178
2015-06-04,6,2015,0,1,2015-16,0.7842803529062142,3.3032670022590507,1.3671389281094155,399.71456604111603,281215.0,2.0,0.1965,0.2,731.4106378197727,651.2626678805502,0.0,1.1814874510706885,1199143.6981233482
2015-06-05,6,2015,0,1,2015-16,0.8628088249474746,0.5154794698937808,3.537968333840955,613.3279817705987,281215.0,2.0,0.1965,0.2,399.71456604111603,614.6074465326639,0.0,1.1814874510706885,1839983.9453117962
2015-06-06,6,2015,1,1,2015-16,0.7422772674924287,1.3404754170365676,0.0,454.69639742368236,281215.0,2.0,0.1965,0.2,613.3279817705987,619.4369256571528,0.0,1.1814874510706885,1364089.192271047
2015-06-07,6,2015,1,1,2015-16,0.9406590942262119,2.974033025166431,12.227545410899511,545.4785271070119,281215.0,2.0,0.1965,0.2,454.69639742368236,587.4855259294729,0.0,1.1814874510706885,1636435.5813210357
2015-06-08,6,2015,0,1,2015-16,0.7223651931039312,0.6430395841932328,5.856113590347798,574.3950990718313,281215.0,2.0,0.1965,0.2,545.4785271070119,539.3966905076942,0.0,1.1814874510706885,1723185.2972154939
2015-06-09,6,2015,0,1,2015-16,0.9960660809801551,3.2718680964762488,0.0,565.0217153255892,281215.0,2.0,0.1965,0.2,574.3950990718313,540.706900351537,0.0,1.1814874510706885,1695065.1459767676
2015-06-10,6,2015,0,1,2015-16,0.9316734307889972,3.3285367118309677,10.775369643789139,390.833584423435,281215.0,2.0,0.1965,0.2,565.0217153255892,554.8635606513718,0.0,1.1814874510706885,1172500.753270305
2015-06-11,6,2015,0,1,2015-16,0.7596147044602517,2.029870935043345,2.148204939156709,484.28709611086526,281215.0,2.0,0.1965,0.2,390.833584423435,506.20969588046637,0.0,1.1814874510706885,1452861.2883325957
2015-06-12,6,2015,0,1,2015-16,0.7016566351370807,0.02554348686733432,16.856852156807427,524.6760124671464,281215.0,2.0,0.1965,0.2,484.28709611086526,518.2914858904305,0.0,1.1814874510706885,1574028.0374014392
2015-06-13,6,2015,1,1,2015-16,0.9446384285364502,1.1481525326996511,0.0,781.9726433210343,281215.0,2.0,0.1965,0.2,524.6760124671464,505.62691884708016,0.0,1.1814874510706885,2345917.929963103
2015-06-14,6,2015,1,1,2015-16,0.9120572031542851,2.467707673502969,0.0,605.4694695480717,281215.0,2.0,0.1965,0.2,781.9726433210343,552.3806682609876,0.0,1.1814874510706885,1816408.4086442152
2015-06-15,6,2015,0,1,2015-16,0.9187021504122962,3.924744712109694,1.9824457740947092,495.62838011508046,281215.0,2.0,0.1965,0.2,605.4694695480717,560.9508028954248,0.0,1.1814874510706885,1486885.1403452414
2015-06-16,6,2015,0,1,2015-16,0.9313811040057838,2.5272541080666735,0.0,593.5184550422842,281215.0,2.0,0.1965,0.2,495.62838011508046,549.6984144730318,0.0,1.1814874510706885,1780555.3651268526
2015-06-17,6,2015,0,1,2015-16,0.7222133955202271,1.0392143242566392,7.851015090018789,624.5925527137027,281215.0,2.0,0.1965,0.2,593.5184550422842,553.7693772897024,0.0,1.1814874510706885,1873777.6581411082
2015-06-18,6,2015,0,1,2015-16,0.8075397185632818,2.5360228123984454,0.0,475.6674850332687,281215.0,2.0,0.1965,0.2,624.5925527137027,587.1635156168835,0.0,1.1814874510706885,1427002.455099806
2015-06-19,6,2015,0,1,2015-16,0.7347607178575388,2.159941518863422,0.0,469.7666874711439,281215.0,2.0,0.1965,0.2,475.6674850332687,585.9321426057984,0.0,1.1814874510706885,1409300.0624134317
2015-06-20,6,2015,1,1,2015-16,0.958931027762678,3.1193815806045744,0.0,555.13846369191,281215.0,2.0,0.1965,0.2,469.7666874711439,578.0879533206551,0.0,1.1814874510706885,1665415.39107573
2015-06-21,6,2015,1,1,2015-16,0.8869894380482674,0.42792255530783363,8.001816658239948,735.1661169294932,281215.0,2.0,0.1965,0.2,555.13846369191,545.6830705164946,0.0,1.1814874510706885,2205498.3507884797
2015-06-22,6,2015,0,1,2015-16,0.7992694074557947,3.044111610008112,0.0,433.23279400753904,281215.0,2.0,0.1965,0.2,735.1661169294932,564.2111629995546,0.0,1.1814874510706885,1299698.3820226172
2015-06-23,6,2015,0,1,2015-16,0.7190675050858071,2.165066314704441,0.0,504.7952870609139,281215.0,2.0,0.1965,0.2,433.23279400753904,555.2975078413345,0.0,1.1814874510706885,1514385.8611827416
2015-06-24,6,2015,0,1,2015-16,0.7932946965146986,3.8519680154359786,4.546045117075097,414.4622942164626,281215.0,2.0,0.1965,0.2,504.7952870609139,542.6227695582817,0.0,1.1814874510706885,1243386.882649388
2015-06-25,6,2015,0,1,2015-16,0.7975549966080241,1.3674886641547443,0.0,569.2786728753333,281215.0,2.0,0.1965,0.2,414.4622942164626,512.6041612015331,0.0,1.1814874510706885,1707836.018626
2015-06-26,6,2015,0,1,2015-16,0.9188818535014192,2.5304875725357925,9.674641199023238,570.5461782399498,281215.0,2.0,0.1965,0.2,569.2786728753333,525.9771880361137,0.0,1.1814874510706885,1711638.5347198492
2015-06-27,6,2015,1,1,2015-16,0.8912672414065639,3.72811242204007,0.0,437.6255664001026,281215.0,2.0,0.1965,0.2,570.5461782399498,540.3742581459431,0.0,1.1814874510706885,1312876.699200308
2015-06-28,6,2015,1,1,2015-16,0.9661638227728979,0.410038911962717,9.870216597678356,701.3774959023896,281215.0,2.0,0.1965,0.2,437.6255664001026,523.5867013899707,0.0,1.1814874510706885,2104132.487707169
2015-06-29,6,2015,0,1,2015-16,0.8416644775485848,3.7489139489458045,0.0,469.9144067981951,281215.0,2.0,0.1965,0.2,701.3774959023896,518.7597555289558,0.0,1.1814874510706885,1409743.2203945853
2015-06-30,6,2015,0,1,2015-16,0.7358782737814905,2.7515428892032534,9.125224132714484,328.4427120418174,281215.0,2.0,0.1965,0.2,469.9144067981951,523.999985927621,0.0,1.1814874510706885,985328.1361254522
2015-07-01,7,2015,0,1,2015-16,0.9139734361668985,0.2713482364206876,4.4765151165932275,641.358105774987,281215.0,2.0,0.1965,0.2,328.4427120418174,498.8067609248929,0.0,1.1814874510706885,1924074.317324961
2015-07-02,7,2015,0,1,2015-16,0.9282355145850693,1.203854267787265,3.775173450816366,729.2883714657374,281215.0,2.0,0.1965,0.2,641.358105774987,531.2204482903963,0.0,1.1814874510706885,2187865.1143972124
2015-07-03,7,2015,0,1,2015-16,0.8683831592708489,2.8326883545811263,4.886361647379632,580.3860111878091,281215.0,2.0,0.1965,0.2,729.2883714657374,554.0789766604541,0.0,1.1814874510706885,1741158.0335634274
2015-07-04,7,2015,1,1,2015-16,0.9312901539863683,0.2694024058750868,3.3381406262361555,755.5643476344502,281215.0,2.0,0.1965,0.2,580.3860111878091,555.484667081577,0.0,1.1814874510706885,2266693.0429033507
2015-07-05,7,2015,1,1,2015-16,0.8481386789093173,2.328681840705093,14.645821146686906,456.2562616415275,281215.0,2.0,0.1965,0.2,755.5643476344502,600.9044929721979,0.0,1.1814874510706885,1368768.7849245826
2015-07-06,7,2015,0,1,2015-16,0.8568198488145982,1.383532227811827,5.238968029583206,678.3131935973947,281215.0,2.0,0.1965,0.2,456.2562616415275,565.8871737920748,0.0,1.1814874510706885,2034939.5807921842
2015-07-07,7,2015,0,1,2015-16,0.8282623055075649,2.4836620710699084,7.685800934411567,443.56274692103585,281215.0,2.0,0.1965,0.2,678.3131935973947,595.6584290491033,0.0,1.1814874510706885,1330688.2407631075
2015-07-08,7,2015,0,1,2015-16,0.7076257380232285,0.1829681352500514,12.193436650541553,470.2223922278708,281215.0,2.0,0.1965,0.2,443.56274692103585,612.1041483175632,0.0,1.1814874510706885,1410667.1766836124
2015-07-09,7,2015,0,1,2015-16,0.7323674280979913,3.486147224609505,0.0,460.2481430018658,281215.0,2.0,0.1965,0.2,470.2223922278708,587.6561892394037,0.0,1.1814874510706885,1380744.4290055975
2015-07-10,7,2015,0,1,2015-16,0.7094287557060203,3.8939558767095876,3.1935059241779635,365.1804055920511,281215.0,2.0,0.1965,0.2,460.2481430018658,549.221870887422,0.0,1.1814874510706885,1095541.2167761533
2015-07-11,7,2015,1,1,2015-16,0.8909231233791342,3.875511421142766,0.0,540.5647119932248,281215.0,2.0,0.1965,0.2,365.1804055920511,518.4782129451709,0.0,1.1814874510706885,1621694.1359796745
2015-07-12,7,2015,1,1,2015-16,0.794306794322898,2.998607326971699,0.0,372.4146924918308,281215.0,2.0,0.1965,0.2,540.5647119932248,487.7639792821387,0.0,1.1814874510706885,1117244.0774754924
2015-07-13,7,2015,0,1,2015-16,0.8525712073494108,0.5203449605225279,0.0,635.8564084316838,281215.0,2.0,0.1965,0.2,372.4146924918308,475.7866122607534,0.0,1.1814874510706885,1907569.2252950515
2015-07-14,7,2015,0,1,2015-16,0.9722699421778279,3.0330527837160903,1.897746259947148,588.1892121426706,281215.0,2.0,0.1965,0.2,635.8564084316838,469.72135723708044,0.0,1.1814874510706885,1764567.6364280118
2015-07-15,7,2015,0,1,2015-16,0.7747876687446624,0.09834766583520604,0.0,700.2747403272845,281215.0,2.0,0.1965,0.2,588.1892121426706,490.38228084017106,0.0,1.1814874510706885,2100824.2209818535
2015-07-16,7,2015,0,1,2015-16,0.8231148769106889,0.08849420611598902,3.348531875499402,748.4569646132061,281215.0,2.0,0.1965,0.2,700.2747403272845,523.2469019972302,0.0,1.1814874510706885,2245370.893839618
2015-07-17,7,2015,0,1,2015-16,0.9266653415629146,1.294440876598165,8.316921579256249,675.7060417307997,281215.0,2.0,0.1965,0.2,748.4569646132061,564.4195907988502,0.0,1.1814874510706885,2027118.1251923991
2015-07-18,7,2015,1,1,2015-16,0.7686394496474867,1.954572761618663,7.907701318883458,511.19207983438054,281215.0,2.0,0.1965,0.2,675.7060417307997,608.7803959615286,0.0,1.1814874510706885,1533576.2395031415
2015-07-19,7,2015,1,1,2015-16,0.7230939729486379,3.081629671231173,0.0,420.0150285340562,281215.0,2.0,0.1965,0.2,511.19207983438054,604.5843056531223,0.0,1.1814874510706885,1260045.0856021687
2015-07-20,7,2015,0,1,2015-16,0.7869254358741303,2.7331815064260208,9.112707434106738,542.3676058540105,281215.0,2.0,0.1965,0.2,420.0150285340562,611.3843536591545,0.0,1.1814874510706885,1627102.8175620316
2015-07-21,7,2015,0,1,2015-16,0.7483663861762013,1.7836108255069933,6.299500470376903,446.82499751523676,281215.0,2.0,0.1965,0.2,542.3676058540105,598.0288104337726,0.0,1.1814874510706885,1340474.9925457102
2015-07-22,7,2015,0,1,2015-16,0.9789092957027719,1.0945066651266635,0.0,789.3550516993432,281215.0,2.0,0.1965,0.2,446.82499751523676,577.8339226298534,0.0,1.1814874510706885,2368065.15509803
2015-07-23,7,2015,0,1,2015-16,0.9424361138693251,3.9884980006308446,0.0,445.39951955217515,281215.0,2.0,0.1965,0.2,789.3550516993432,590.5596813972904,0.0,1.1814874510706885,1336198.5586565256
2015-07-24,7,2015,0,1,2015-16,0.8900211269531271,1.7047252089438918,0.3468669281030762,679.3530351168273,281215.0,2.0,0.1965,0.2,445.39951955217515,547.2657606742861,0.0,1.1814874510706885,2038059.1053504818
2015-07-25,7,2015,1,1,2015-16,0.9614381770563153,1.805548097318702,6.14508321370354,603.9989175266765,281215.0,2.0,0.1965,0.2,679.3530351168273,547.7867597294328,0.0,1.1814874510706885,1811996.7525800294
2015-07-26,7,2015,1,1,2015-16,0.9411016230697343,0.6544952847666767,0.0,817.4848602184514,281215.0,2.0,0.1965,0.2,603.9989175266765,561.0448793997608,0.0,1.1814874510706885,2452454.5806553545
2015-07-27,7,2015,0,1,2015-16,0.7559710176658108,3.1792381949997175,13.318784830787873,387.6186016041618,281215.0,2.0,0.1965,0.2,817.4848602184514,617.826283926103,0.0,1.1814874510706885,1162855.8048124856
2015-07-28,7,2015,0,1,2015-16,0.9677676995469933,2.7747289031259545,15.681992914102544,626.9633893220564,281215.0,2.0,0.1965,0.2,387.6186016041618,595.7192833189818,0.0,1.1814874510706885,1880890.1679661693
2015-07-29,7,2015,0,1,2015-16,0.8618026725746952,0.8830784511550416,7.311218925653006,637.4928591237973,281215.0,2.0,0.1965,0.2,626.9633893220564,621.4533392913846,0.0,1.1814874510706885,1912478.577371392
2015-07-30,7,2015,0,1,2015-16,0.9422320465492188,0.3295241824633708,0.0,827.7966319520132,281215.0,2.0,0.1965,0.2,637.4928591237973,599.7587403520209,0.0,1.1814874510706885,2483389.8958560396
2015-07-31,7,2015,0,1,2015-16,0.968827389977048,2.7219972082988524,0.0,579.2297942844007,281215.0,2.0,0.1965,0.2,827.7966319520132,654.3868992662834,0.0,1.1814874510706885,1737689.382853202
2015-08-01,8,2015,1,1,2015-16,0.7954010424915592,2.618044857124541,0.0,502.3360338225639,281215.0,2.0,0.1965,0.2,579.2297942844007,640.0835791473653,0.0,1.1814874510706885,1507008.1014676916
2015-08-02,8,2015,1,1,2015-16,0.733015577358303,1.0930381079928373,0.0,582.1440490727817,281215.0,2.0,0.1965,0.2,502.3360338225639,625.5603100467779,0.0,1.1814874510706885,1746432.1472183452
2015-08-03,8,2015,0,1,2015-16,0.7683805487625824,3.8034542490016414,7.929456355980734,291.8482962462489,281215.0,2.0,0.1965,0.2,582.1440490727817,591.940194168825,0.0,1.1814874510706885,875544.8887387466
2015-08-04,8,2015,0,1,2015-16,0.8281323365878769,0.6042315671236009,10.635110720314048,549.4732846122289,281215.0,2.0,0.1965,0.2,291.8482962462489,578.2587219748375,0.0,1.1814874510706885,1648419.8538366866
2015-08-05,8,2015,0,1,2015-16,0.9454044297767479,1.7293392041704077,15.386931343556727,638.2078546897076,281215.0,2.0,0.1965,0.2,549.4732846122289,567.1887070162907,0.0,1.1814874510706885,1914623.5640691228
2015-08-06,8,2015,0,1,2015-16,0.958219174976903,3.7744636806703955,6.834062396695927,480.63975136724196,281215.0,2.0,0.1965,0.2,638.2078546897076,567.2908492399921,0.0,1.1814874510706885,1441919.2541017258
2015-08-07,8,2015,0,1,2015-16,0.7020856391593572,1.6789092677044892,10.53192486979539,424.5562466130977,281215.0,2.0,0.1965,0.2,480.63975136724196,517.6970091564534,0.0,1.1814874510706885,1273668.739839293
2015-08-08,8,2015,1,1,2015-16,0.8532241907732697,2.554103790656342,0.0,519.9713979766726,281215.0,2.0,0.1965,0.2,424.5562466130977,495.60078806055293,0.0,1.1814874510706885,1559914.1939300178
2015-08-09,8,2015,1,1,2015-16,0.8252233009446337,1.590377591851177,0.0,573.8971212002809,281215.0,2.0,0.1965,0.2,519.9713979766726,498.12012579685415,0.0,1.1814874510706885,1721691.363600843
2015-08-10,8,2015,0,1,2015-16,0.7666323431412191,1.0968608093946801,0.0,608.69104359604,281215.0,2.0,0.1965,0.2,573.8971212002809,496.9419932436398,0.0,1.1814874510706885,1826073.13078812
2015-08-11,8,2015,0,1,2015-16,0.7359596102001048,3.935910591839313,4.3125927073999595,394.6920774441458,281215.0,2.0,0.1965,0.2,608.69104359604,542.2052428650385,0.0,1.1814874510706885,1184076.2323324375
2015-08-12,8,2015,0,1,2015-16,0.8012845514210883,1.637336025260172,0.0,475.67117293190535,281215.0,2.0,0.1965,0.2,394.6920774441458,520.0936418410266,0.0,1.1814874510706885,1427013.518795716
