date,shortfall_pct,rule_action,gap_to_target_action
2015-06-18,31.41246825240844,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.5% and reduce blasting delay to 1.4 hrs (Forecast: 693.7t) | Option 2: Increase uptime to 86.5% and reduce blasting delay to 1.3 hrs (Forecast: 698.0t) | Option 3: Increase uptime to 88.5% and reduce blasting delay to 1.4 hrs (Forecast: 703.3t)
2015-06-19,32.2633171181871,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 86.7% and reduce blasting delay to 1.3 hrs (Forecast: 696.8t) | Option 2: Increase uptime to 88.1% and reduce blasting delay to 1.4 hrs (Forecast: 697.0t) | Option 3: Increase uptime to 86.7% and reduce blasting delay to 1.2 hrs (Forecast: 697.6t)
2015-06-20,19.95337457191332,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 95.9% and reduce blasting delay to 1.7 hrs (Forecast: 719.6t) | Option 2: Increase uptime to 96.1% and reduce blasting delay to 1.7 hrs (Forecast: 719.6t) | Option 3: Increase uptime to 96.3% and reduce blasting delay to 1.7 hrs (Forecast: 719.6t)
2015-06-22,37.53121887023321,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.0% and reduce blasting delay to 1.2 hrs (Forecast: 712.5t) | Option 2: Increase uptime to 90.0% and reduce blasting delay to 1.5 hrs (Forecast: 695.3t) | Option 3: Increase uptime to 89.0% and reduce blasting delay to 1.4 hrs (Forecast: 698.0t)
2015-06-23,27.21246697174712,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 88.8% and reduce blasting delay to 1.4 hrs (Forecast: 696.4t) | Option 2: Increase uptime to 90.2% and reduce blasting delay to 1.5 hrs (Forecast: 696.7t) | Option 3: Increase uptime to 88.8% and reduce blasting delay to 1.3 hrs (Forecast: 710.3t)
2015-06-24,40.23777815975155,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.6% and reduce blasting delay to 1.2 hrs (Forecast: 702.3t) | Option 2: Increase uptime to 91.7% and reduce blasting delay to 1.7 hrs (Forecast: 697.5t) | Option 3: Increase uptime to 89.7% and reduce blasting delay to 1.3 hrs (Forecast: 697.8t)
2015-06-25,17.91446698036794,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.9% and reduce blasting delay to 1.3 hrs (Forecast: 698.1t) | Option 2: Increase uptime to 87.9% and reduce blasting delay to 1.2 hrs (Forecast: 698.9t) | Option 3: Increase uptime to 87.9% and reduce blasting delay to 1.2 hrs (Forecast: 698.9t)
2015-06-26,17.731702618347708,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 94.3% and reduce blasting delay to 1.3 hrs (Forecast: 694.0t) | Option 2: Increase uptime to 94.3% and reduce blasting delay to 1.1 hrs (Forecast: 694.0t) | Option 3: Increase uptime to 93.5% and reduce blasting delay to 1.0 hrs (Forecast: 695.6t)
2015-06-27,36.89781544154641,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.7% and reduce blasting delay to 1.5 hrs (Forecast: 694.7t) | Option 2: Increase uptime to 91.8% and reduce blasting delay to 1.7 hrs (Forecast: 709.4t) | Option 3: Increase uptime to 90.2% and reduce blasting delay to 1.5 hrs (Forecast: 694.7t)
2015-06-29,32.24201714635247,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 88.1% and reduce blasting delay to 1.3 hrs (Forecast: 701.2t) | Option 2: Increase uptime to 88.9% and reduce blasting delay to 1.3 hrs (Forecast: 710.5t) | Option 3: Increase uptime to 90.5% and reduce blasting delay to 1.5 hrs (Forecast: 697.8t)
2015-06-30,52.641129258903085,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 89.4% and reduce blasting delay to 1.2 hrs (Forecast: 698.5t) | Option 2: Increase uptime to 89.4% and reduce blasting delay to 1.1 hrs (Forecast: 698.5t) | Option 3: Increase uptime to 90.8% and reduce blasting delay to 1.2 hrs (Forecast: 699.7t)
2015-07-03,16.312875652163342,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 88.8% and reduce blasting delay to 1.4 hrs (Forecast: 694.2t) | Option 2: Increase uptime to 89.5% and reduce blasting delay to 1.4 hrs (Forecast: 694.2t) | Option 3: Increase uptime to 86.8% and reduce blasting delay to 1.3 hrs (Forecast: 694.9t)
2015-07-05,34.211414874853155,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 89.4% and reduce blasting delay to 0.2 hrs (Forecast: 694.6t) | Option 2: Increase uptime to 97.7% and reduce blasting delay to 1.3 hrs (Forecast: 713.7t) | Option 3: Increase uptime to 90.1% and reduce blasting delay to 0.2 hrs (Forecast: 712.4t)
2015-07-07,35.81197264545623,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 88.8% and reduce blasting delay to 1.2 hrs (Forecast: 696.2t) | Option 2: Increase uptime to 89.7% and reduce blasting delay to 1.2 hrs (Forecast: 697.5t) | Option 3: Increase uptime to 88.8% and reduce blasting delay to 1.1 hrs (Forecast: 696.2t)
2015-07-08,31.802314111692915,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.8% and reduce blasting delay to 0.2 hrs (Forecast: 699.6t) | Option 2: Increase uptime to 89.8% and reduce blasting delay to 0.2 hrs (Forecast: 700.0t) | Option 3: Increase uptime to 89.8% and reduce blasting delay to 0.2 hrs (Forecast: 700.0t)
2015-07-09,32.59695216868734,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 86.6% and reduce blasting delay to 1.6 hrs (Forecast: 682.9t) | Option 2: Increase uptime to 88.0% and reduce blasting delay to 1.7 hrs (Forecast: 684.8t) | Option 3: Increase uptime to 88.0% and reduce blasting delay to 1.6 hrs (Forecast: 691.3t)
2015-07-10,46.21377018355932,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 86.9% and reduce blasting delay to 1.6 hrs (Forecast: 689.3t) | Option 2: Increase uptime to 88.4% and reduce blasting delay to 1.6 hrs (Forecast: 689.0t) | Option 3: Increase uptime to 86.9% and reduce blasting delay to 1.4 hrs (Forecast: 690.1t)
2015-07-11,20.140667900185605,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 91.3% and reduce blasting delay to 1.7 hrs (Forecast: 678.2t) | Option 2: Increase uptime to 91.8% and reduce blasting delay to 1.7 hrs (Forecast: 697.7t) | Option 3: Increase uptime to 90.7% and reduce blasting delay to 1.6 hrs (Forecast: 685.3t)
2015-07-12,44.52298375692124,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.7% and reduce blasting delay to 1.2 hrs (Forecast: 671.3t) | Option 2: Increase uptime to 91.8% and reduce blasting delay to 1.6 hrs (Forecast: 676.7t) | Option 3: Increase uptime to 88.7% and reduce blasting delay to 1.2 hrs (Forecast: 680.3t)
2015-07-18,23.31388650251961,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 87.3% and reduce blasting delay to 1.4 hrs (Forecast: 666.8t) | Option 2: Increase uptime to 87.3% and reduce blasting delay to 1.3 hrs (Forecast: 675.5t) | Option 3: Increase uptime to 88.4% and reduce blasting delay to 1.4 hrs (Forecast: 672.8t)
2015-07-19,36.73929876045572,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.5% and reduce blasting delay to 1.8 hrs (Forecast: 674.4t) | Option 2: Increase uptime to 87.5% and reduce blasting delay to 1.7 hrs (Forecast: 684.3t) | Option 3: Increase uptime to 88.9% and reduce blasting delay to 1.8 hrs (Forecast: 674.1t)
2015-07-20,17.6991231723128,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 89.3% and reduce blasting delay to 1.6 hrs (Forecast: 664.5t) | Option 2: Increase uptime to 87.2% and reduce blasting delay to 1.4 hrs (Forecast: 666.1t) | Option 3: Increase uptime to 89.3% and reduce blasting delay to 1.5 hrs (Forecast: 666.7t)
2015-07-21,32.1510984061424,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 87.4% and reduce blasting delay to 1.3 hrs (Forecast: 666.8t) | Option 2: Increase uptime to 87.4% and reduce blasting delay to 1.2 hrs (Forecast: 667.6t) | Option 3: Increase uptime to 88.7% and reduce blasting delay to 1.4 hrs (Forecast: 667.9t)
2015-07-23,31.879601407955565,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 94.5% and reduce blasting delay to 2.2 hrs (Forecast: 661.9t) | Option 2: Increase uptime to 94.2% and reduce blasting delay to 2.0 hrs (Forecast: 678.7t) | Option 3: Increase uptime to 94.5% and reduce blasting delay to 2.0 hrs (Forecast: 686.8t)
2015-07-27,40.79168665181918,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 93.9% and reduce blasting delay to 1.3 hrs (Forecast: 660.3t) | Option 2: Increase uptime to 93.9% and reduce blasting delay to 1.1 hrs (Forecast: 660.3t) | Option 3: Increase uptime to 90.2% and reduce blasting delay to 0.6 hrs (Forecast: 658.2t)
2015-08-01,22.43602909368901,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 85.7% and reduce blasting delay to 1.8 hrs (Forecast: 656.1t) | Option 2: Increase uptime to 86.7% and reduce blasting delay to 1.8 hrs (Forecast: 675.8t) | Option 3: Increase uptime to 85.7% and reduce blasting delay to 1.7 hrs (Forecast: 666.2t)
2015-08-03,54.21744279909204,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 87.3% and reduce blasting delay to 1.7 hrs (Forecast: 647.5t) | Option 2: Increase uptime to 88.4% and reduce blasting delay to 1.7 hrs (Forecast: 647.2t) | Option 3: Increase uptime to 87.3% and reduce blasting delay to 1.5 hrs (Forecast: 659.6t)
2015-08-06,23.531486742312,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 95.8% and reduce blasting delay to 1.7 hrs (Forecast: 665.9t) | Option 2: Increase uptime to 96.0% and reduce blasting delay to 1.7 hrs (Forecast: 665.9t) | Option 3: Increase uptime to 96.2% and reduce blasting delay to 1.7 hrs (Forecast: 665.9t)
2015-08-07,32.13237518601185,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 88.1% and reduce blasting delay to 1.3 hrs (Forecast: 638.3t) | Option 2: Increase uptime to 89.6% and reduce blasting delay to 1.4 hrs (Forecast: 627.8t) | Option 3: Increase uptime to 88.1% and reduce blasting delay to 1.2 hrs (Forecast: 638.3t)
2015-08-08,16.14881120171237,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 86.8% and reduce blasting delay to 2.0 hrs (Forecast: 626.4t) | Option 2: Increase uptime to 87.5% and reduce blasting delay to 2.0 hrs (Forecast: 626.4t) | Option 3: Increase uptime to 86.1% and reduce blasting delay to 1.9 hrs (Forecast: 621.5t)
2015-08-11,35.77530560062759,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 81.5% and reduce blasting delay to 1.6 hrs (Forecast: 625.7t) | Option 2: Increase uptime to 82.8% and reduce blasting delay to 1.6 hrs (Forecast: 626.4t) | Option 3: Increase uptime to 81.5% and reduce blasting delay to 1.4 hrs (Forecast: 629.7t)
2015-08-12,22.052881303661724,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 82.1% and reduce blasting delay to 1.3 hrs (Forecast: 623.1t) | Option 2: Increase uptime to 83.1% and reduce blasting delay to 1.3 hrs (Forecast: 623.1t) | Option 3: Increase uptime to 82.1% and reduce blasting delay to 1.2 hrs (Forecast: 623.9t)
2015-08-17,19.208878561520493,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 86.6% and reduce blasting delay to 1.7 hrs (Forecast: 606.1t) | Option 2: Increase uptime to 87.6% and reduce blasting delay to 1.7 hrs (Forecast: 611.2t) | Option 3: Increase uptime to 86.6% and reduce blasting delay to 1.6 hrs (Forecast: 617.7t)
2015-08-19,19.23393998149321,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 98.9% and reduce blasting delay to 2.8 hrs (Forecast: 620.3t) | Option 2: Increase uptime to 98.9% and reduce blasting delay to 2.8 hrs (Forecast: 620.3t) | Option 3: Increase uptime to 99.0% and reduce blasting delay to 2.8 hrs (Forecast: 620.3t)
2015-08-21,25.24591568957288,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.7% and reduce blasting delay to 2.1 hrs (Forecast: 601.9t) | Option 2: Increase uptime to 86.4% and reduce blasting delay to 2.1 hrs (Forecast: 597.1t) | Option 3: Increase uptime to 87.2% and reduce blasting delay to 2.1 hrs (Forecast: 605.8t)
2015-08-24,24.57606626998492,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 82.7% and reduce blasting delay to 1.9 hrs (Forecast: 597.0t) | Option 2: Increase uptime to 81.2% and reduce blasting delay to 1.7 hrs (Forecast: 595.2t) | Option 3: Increase uptime to 82.7% and reduce blasting delay to 1.7 hrs (Forecast: 617.7t)
2015-08-25,19.770482069292168,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 91.2% and reduce blasting delay to 2.8 hrs (Forecast: 599.6t) | Option 2: Increase uptime to 91.2% and reduce blasting delay to 2.6 hrs (Forecast: 594.5t) | Option 3: Increase uptime to 88.3% and reduce blasting delay to 2.2 hrs (Forecast: 602.5t)
2015-08-26,18.688193797794145,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.8% and reduce blasting delay to 2.2 hrs (Forecast: 592.4t) | Option 2: Increase uptime to 86.6% and reduce blasting delay to 2.2 hrs (Forecast: 596.0t) | Option 3: Increase uptime to 87.3% and reduce blasting delay to 2.2 hrs (Forecast: 604.8t)
2015-08-27,41.00939569271782,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 81.5% and reduce blasting delay to 1.5 hrs (Forecast: 590.2t) | Option 2: Increase uptime to 82.9% and reduce blasting delay to 1.5 hrs (Forecast: 600.8t) | Option 3: Increase uptime to 85.8% and reduce blasting delay to 1.8 hrs (Forecast: 586.9t)
2015-08-31,45.836734825293725,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 82.0% and reduce blasting delay to 1.7 hrs (Forecast: 590.6t) | Option 2: Increase uptime to 83.3% and reduce blasting delay to 1.7 hrs (Forecast: 590.6t) | Option 3: Increase uptime to 78.2% and reduce blasting delay to 1.3 hrs (Forecast: 593.9t)
2015-09-03,30.368493321794904,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 78.4% and reduce blasting delay to 1.6 hrs (Forecast: 578.7t) | Option 2: Increase uptime to 79.5% and reduce blasting delay to 1.6 hrs (Forecast: 578.7t) | Option 3: Increase uptime to 78.4% and reduce blasting delay to 1.5 hrs (Forecast: 578.7t)
2015-09-06,24.99177524975007,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 81.7% and reduce blasting delay to 1.9 hrs (Forecast: 591.8t) | Option 2: Increase uptime to 82.8% and reduce blasting delay to 1.9 hrs (Forecast: 591.8t) | Option 3: Increase uptime to 81.7% and reduce blasting delay to 1.8 hrs (Forecast: 591.8t)
2015-09-15,36.13880882694823,Primary Cause: Weather/Monsoon. Increase pump capacity and adjust monthly target.,Option 1: Increase uptime to 86.6% and reduce blasting delay to 1.5 hrs (Forecast: 593.4t) | Option 2: Increase uptime to 86.6% and reduce blasting delay to 1.5 hrs (Forecast: 600.1t) | Option 3: Increase uptime to 86.6% and reduce blasting delay to 1.4 hrs (Forecast: 604.3t)
2015-09-19,18.285591934559275,Primary Cause: Equipment Downtime. Schedule immediate preventive maintenance.,Option 1: Increase uptime to 77.9% and reduce blasting delay to 1.4 hrs (Forecast: 585.6t) | Option 2: Increase uptime to 79.3% and reduce blasting delay to 1.4 hrs (Forecast: 585.6t) | Option 3: Increase uptime to 77.9% and reduce blasting delay to 1.3 hrs (Forecast: 585.6t)
2015-09-23,35.301769075529144,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 81.4% and reduce blasting delay to 1.7 hrs (Forecast: 592.4t) | Option 2: Increase uptime to 82.7% and reduce blasting delay to 1.7 hrs (Forecast: 593.1t) | Option 3: Increase uptime to 81.4% and reduce blasting delay to 1.5 hrs (Forecast: 604.9t)
2015-09-29,33.22055364578619,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 81.4% and reduce blasting delay to 1.8 hrs (Forecast: 596.5t) | Option 2: Increase uptime to 78.7% and reduce blasting delay to 1.6 hrs (Forecast: 593.0t) | Option 3: Increase uptime to 85.4% and reduce blasting delay to 2.2 hrs (Forecast: 597.9t)
2015-10-23,36.0379543743945,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 71.8% and reduce blasting delay to 3.0 hrs (Forecast: 672.5t) | Option 2: Increase uptime to 73.2% and reduce blasting delay to 3.0 hrs (Forecast: 662.4t) | Option 3: Increase uptime to 74.7% and reduce blasting delay to 3.0 hrs (Forecast: 662.4t)
2015-10-27,24.87357205872228,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 79.9% and reduce blasting delay to 3.0 hrs (Forecast: 668.3t) | Option 2: Increase uptime to 79.9% and reduce blasting delay to 2.8 hrs (Forecast: 668.3t) | Option 3: Increase uptime to 81.1% and reduce blasting delay to 3.0 hrs (Forecast: 670.3t)
2015-11-18,20.66540967239283,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 85.8% and reduce blasting delay to 2.4 hrs (Forecast: 735.2t) | Option 2: Increase uptime to 86.6% and reduce blasting delay to 2.4 hrs (Forecast: 738.8t) | Option 3: Increase uptime to 87.3% and reduce blasting delay to 2.4 hrs (Forecast: 746.4t)
2015-11-24,27.000116201619328,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 79.5% and reduce blasting delay to 2.0 hrs (Forecast: 732.3t) | Option 2: Increase uptime to 82.4% and reduce blasting delay to 2.2 hrs (Forecast: 735.5t) | Option 3: Increase uptime to 78.0% and reduce blasting delay to 1.8 hrs (Forecast: 732.3t)
2015-12-03,25.347304659136565,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 86.3% and reduce blasting delay to 2.4 hrs (Forecast: 765.5t) | Option 2: Increase uptime to 87.1% and reduce blasting delay to 2.4 hrs (Forecast: 766.6t) | Option 3: Increase uptime to 86.3% and reduce blasting delay to 2.3 hrs (Forecast: 765.5t)
2015-12-11,24.08319344833497,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 82.6% and reduce blasting delay to 1.7 hrs (Forecast: 782.5t) | Option 2: Increase uptime to 83.8% and reduce blasting delay to 1.7 hrs (Forecast: 795.3t) | Option 3: Increase uptime to 82.6% and reduce blasting delay to 1.6 hrs (Forecast: 778.4t)
2015-12-16,35.0593106238335,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 82.4% and reduce blasting delay to 1.7 hrs (Forecast: 795.6t) | Option 2: Increase uptime to 83.7% and reduce blasting delay to 1.7 hrs (Forecast: 808.4t) | Option 3: Increase uptime to 82.4% and reduce blasting delay to 1.6 hrs (Forecast: 783.7t)
2015-12-17,16.251477539890157,Primary Cause: Blasting Delays. Review drill/blast patterns and safety clearance.,Option 1: Increase uptime to 89.6% and reduce blasting delay to 2.3 hrs (Forecast: 781.5t) | Option 2: Increase uptime to 90.2% and reduce blasting delay to 2.3 hrs (Forecast: 786.4t) | Option 3: Increase uptime to 90.8% and reduce blasting delay to 2.3 hrs (Forecast: 786.4t)
